Index,DAY,School,SchoolType,StartTime,AvgMaxDailyTemp,AvgMinDailyTemp,AvgIndoorRelativeHumidity,IndoorTempDuringSurvey,Age,Gender,FormalClothing,TotalCLOwithChair,SwC,MC,TCV
3,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,8.0,1.0,0.0,1.93,2.0,4.0,2.0
1266,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,8.0,0.0,1.0,1.46,2.0,4.0,
0,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,12.0,0.0,1.0,1.04,2.0,4.0,2.0
1,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,8.0,0.0,1.0,1.58,2.0,4.0,2.0
2,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,11.0,0.0,1.0,1.46,2.0,4.0,2.0
3,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,8.0,0.0,1.0,1.02,2.0,4.0,2.0
38,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,8.0,0.0,0.0,1.26,2.0,4.0,
0,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,8.0,0.0,0.0,1.67,2.0,4.0,2.0
1,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,7.0,0.0,0.0,0.97,2.0,4.0,2.0
2,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,7.0,0.0,0.0,1.62,2.0,4.0,2.0
3,1.0,1.0,0.0,4.0,22.2,5.1,44.23,17.5,9.0,0.0,0.0,1.74,2.0,4.0,2.0
795,4.0,2.0,1.0,1.0,24.2,6.0,60.3,15.8,10.0,0.0,0.0,0.9,2.0,2.0,
0,4.0,2.0,1.0,1.0,24.2,6.0,60.3,15.8,11.0,0.0,0.0,1.63,2.0,2.0,2.0
1,4.0,2.0,1.0,1.0,24.2,6.0,60.3,15.8,8.0,0.0,0.0,1.28,2.0,2.0,2.0
2,4.0,2.0,1.0,1.0,24.2,6.0,60.3,15.8,12.0,0.0,0.0,1.1,2.0,2.0,2.0
3,4.0,2.0,1.0,1.0,24.2,6.0,60.3,15.8,13.0,0.0,0.0,2.03,2.0,2.0,2.0
492,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.6,9.0,0.0,0.0,1.26,2.0,4.0,
0,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.6,8.0,0.0,0.0,1.59,2.0,4.0,2.0
1,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.6,9.0,0.0,0.0,1.91,2.0,4.0,2.0
2,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.6,13.0,0.0,0.0,1.76,2.0,4.0,2.0
3,5.0,1.0,0.0,2.0,24.2,6.0,58.9,15.6,9.0,0.0,0.0,1.9,2.0,4.0,2.0
1582,3.0,4.0,1.0,1.0,20.0,8.8,60.5,13.6,9.0,0.0,1.0,1.5,2.0,4.0,
0,3.0,4.0,1.0,1.0,20.0,8.8,60.5,13.6,9.0,0.0,1.0,0.9,2.0,4.0,2.0
1,3.0,4.0,1.0,1.0,20.0,8.8,60.5,13.6,7.0,0.0,1.0,1.7,2.0,4.0,2.0
2,3.0,4.0,1.0,1.0,20.0,8.8,60.5,13.6,7.0,0.0,1.0,1.49,2.0,4.0,2.0
3,3.0,4.0,1.0,1.0,20.0,8.8,60.5,13.6,13.0,0.0,1.0,1.96,2.0,4.0,2.0
899,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,10.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,13.0,1.0,1.0,1.45,2.0,4.0,2.0
1,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,9.0,1.0,1.0,1.66,2.0,4.0,2.0
2,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,9.0,1.0,1.0,0.99,2.0,4.0,2.0
3,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,6.0,1.0,1.0,1.09,2.0,4.0,2.0
972,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,11.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,10.0,1.0,1.0,1.75,2.0,4.0,2.0
1,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,9.0,1.0,1.0,1.02,2.0,4.0,2.0
2,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,11.0,1.0,1.0,1.48,2.0,4.0,2.0
3,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,12.0,1.0,1.0,1.1,2.0,4.0,2.0
1376,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,10.0,1.0,1.0,1.38,2.0,4.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,11.0,1.0,1.0,1.54,2.0,4.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,10.0,1.0,1.0,1.8,2.0,4.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,6.0,1.0,1.0,1.47,2.0,4.0,2.0
3,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,11.0,1.0,1.0,0.99,2.0,4.0,2.0
1479,2.0,4.0,1.0,1.0,19.6,6.6,59.6,14.8,8.0,1.0,1.0,1.69,2.0,4.0,
0,2.0,4.0,1.0,1.0,19.6,6.6,59.6,14.8,13.0,1.0,1.0,0.95,2.0,4.0,2.0
1,2.0,4.0,1.0,1.0,19.6,6.6,59.6,14.8,8.0,1.0,1.0,0.97,2.0,4.0,2.0
2,2.0,4.0,1.0,1.0,19.6,6.6,59.6,14.8,10.0,1.0,1.0,0.93,2.0,4.0,2.0
3,2.0,4.0,1.0,1.0,19.6,6.6,59.6,14.8,8.0,1.0,1.0,1.1,2.0,4.0,2.0
192,2.0,1.0,0.0,5.0,20.5,5.0,57.53,15.3,9.0,0.0,0.0,1.26,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,57.53,15.3,10.0,0.0,0.0,1.3,2.0,4.0,2.0
1,2.0,1.0,0.0,5.0,20.5,5.0,57.53,15.3,13.0,0.0,0.0,1.71,2.0,4.0,2.0
2,2.0,1.0,0.0,5.0,20.5,5.0,57.53,15.3,6.0,0.0,0.0,1.24,2.0,4.0,2.0
3,2.0,1.0,0.0,5.0,20.5,5.0,57.53,15.3,11.0,0.0,0.0,1.01,2.0,4.0,2.0
1389,1.0,4.0,1.0,3.0,22.4,4.7,72.0,14.5,9.0,1.0,1.0,1.5,2.0,4.0,
0,1.0,4.0,1.0,3.0,22.4,4.7,72.0,14.5,6.0,1.0,1.0,2.05,2.0,4.0,2.0
1,1.0,4.0,1.0,3.0,22.4,4.7,72.0,14.5,11.0,1.0,1.0,1.93,2.0,4.0,2.0
2,1.0,4.0,1.0,3.0,22.4,4.7,72.0,14.5,9.0,1.0,1.0,1.74,2.0,4.0,2.0
3,1.0,4.0,1.0,3.0,22.4,4.7,72.0,14.5,10.0,1.0,1.0,1.66,2.0,4.0,2.0
1433,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,10.0,1.0,1.0,1.69,2.0,3.0,
0,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,10.0,1.0,1.0,1.26,2.0,3.0,2.0
1,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,12.0,1.0,1.0,2.05,2.0,3.0,2.0
2,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,11.0,1.0,1.0,1.07,2.0,3.0,2.0
3,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,10.0,1.0,1.0,1.0,2.0,3.0,2.0
732,3.0,2.0,1.0,1.0,22.9,6.6,57.2,14.1,9.0,1.0,1.0,1.19,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,57.2,14.1,9.0,1.0,1.0,1.65,2.0,4.0,2.0
1,3.0,2.0,1.0,1.0,22.9,6.6,57.2,14.1,11.0,1.0,1.0,1.46,2.0,4.0,2.0
2,3.0,2.0,1.0,1.0,22.9,6.6,57.2,14.1,11.0,1.0,1.0,1.91,2.0,4.0,2.0
3,3.0,2.0,1.0,1.0,22.9,6.6,57.2,14.1,13.0,1.0,1.0,2.04,2.0,4.0,2.0
136,2.0,1.0,0.0,5.0,20.5,5.0,66.39,15.1,9.0,0.0,0.0,0.9,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,66.39,15.1,8.0,0.0,0.0,1.94,2.0,4.0,2.0
1,2.0,1.0,0.0,5.0,20.5,5.0,66.39,15.1,11.0,0.0,0.0,1.72,2.0,4.0,2.0
2,2.0,1.0,0.0,5.0,20.5,5.0,66.39,15.1,7.0,0.0,0.0,1.31,2.0,4.0,2.0
3,2.0,1.0,0.0,5.0,20.5,5.0,66.39,15.1,9.0,0.0,0.0,0.91,2.0,4.0,2.0
1283,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,9.0,1.0,1.0,1.69,2.0,4.0,
0,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,10.0,1.0,1.0,1.02,2.0,4.0,2.0
1,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,9.0,1.0,1.0,1.07,2.0,4.0,2.0
2,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,6.0,1.0,1.0,1.37,2.0,4.0,2.0
3,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,8.0,1.0,1.0,1.05,2.0,4.0,2.0
304,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,11.0,0.0,0.0,1.21,2.0,4.0,
0,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,11.0,0.0,0.0,2.05,2.0,4.0,2.0
1,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,11.0,0.0,0.0,1.27,2.0,4.0,2.0
2,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,9.0,0.0,0.0,1.76,2.0,4.0,2.0
3,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,9.0,0.0,0.0,1.64,2.0,4.0,2.0
1554,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,11.0,0.0,0.0,1.26,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,9.0,0.0,0.0,1.4,2.0,4.0,2.0
1,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,10.0,0.0,0.0,1.18,2.0,4.0,2.0
2,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,11.0,0.0,0.0,1.52,2.0,4.0,2.0
3,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,11.0,0.0,0.0,1.16,2.0,4.0,2.0
941,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,12.0,0.0,1.0,1.38,2.0,4.0,
0,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,11.0,0.0,1.0,1.64,2.0,4.0,2.0
1,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,12.0,0.0,1.0,1.51,2.0,4.0,2.0
2,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,8.0,0.0,1.0,1.48,2.0,4.0,2.0
3,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,9.0,0.0,1.0,1.97,2.0,4.0,2.0
734,3.0,2.0,1.0,1.0,22.9,6.6,60.0,14.1,9.0,1.0,1.0,1.61,2.0,2.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,60.0,14.1,13.0,1.0,1.0,1.45,2.0,2.0,2.0
1,3.0,2.0,1.0,1.0,22.9,6.6,60.0,14.1,9.0,1.0,1.0,1.63,2.0,2.0,2.0
2,3.0,2.0,1.0,1.0,22.9,6.6,60.0,14.1,11.0,1.0,1.0,1.73,2.0,2.0,2.0
3,3.0,2.0,1.0,1.0,22.9,6.6,60.0,14.1,9.0,1.0,1.0,1.4,2.0,2.0,2.0
1573,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,10.0,1.0,0.0,1.07,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,13.0,1.0,0.0,1.74,2.0,4.0,2.0
1,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,8.0,1.0,0.0,1.35,2.0,4.0,2.0
2,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,6.0,1.0,0.0,1.22,2.0,4.0,2.0
3,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,12.0,1.0,0.0,1.94,2.0,4.0,2.0
1495,2.0,4.0,1.0,1.0,19.6,6.6,59.6,14.8,10.0,0.0,1.0,1.69,2.0,4.0,
0,2.0,4.0,1.0,1.0,19.6,6.6,59.6,14.8,8.0,0.0,1.0,0.93,2.0,4.0,2.0
1,2.0,4.0,1.0,1.0,19.6,6.6,59.6,14.8,11.0,0.0,1.0,1.09,2.0,4.0,2.0
2,2.0,4.0,1.0,1.0,19.6,6.6,59.6,14.8,6.0,0.0,1.0,1.11,2.0,4.0,2.0
3,2.0,4.0,1.0,1.0,19.6,6.6,59.6,14.8,8.0,0.0,1.0,1.02,2.0,4.0,2.0
1361,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,10.0,0.0,1.0,1.55,2.0,4.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,8.0,0.0,1.0,0.97,2.0,4.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,13.0,0.0,1.0,1.11,2.0,4.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,12.0,0.0,1.0,1.43,2.0,4.0,2.0
3,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,12.0,0.0,1.0,0.95,2.0,4.0,2.0
1569,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,12.0,1.0,0.0,0.9,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,9.0,1.0,0.0,2.04,2.0,4.0,2.0
1,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,12.0,1.0,0.0,1.94,2.0,4.0,2.0
2,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,11.0,1.0,0.0,1.26,2.0,4.0,2.0
3,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,12.0,1.0,0.0,1.74,2.0,4.0,2.0
1904,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,9.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,9.0,1.0,1.0,0.92,2.0,4.0,2.0
1,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,11.0,1.0,1.0,1.97,2.0,4.0,2.0
2,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,6.0,1.0,1.0,1.15,2.0,4.0,2.0
3,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,6.0,1.0,1.0,1.89,2.0,4.0,2.0
1213,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,10.0,0.0,1.0,1.55,2.0,4.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,6.0,0.0,1.0,1.67,2.0,4.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,9.0,0.0,1.0,1.82,2.0,4.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,10.0,0.0,1.0,1.08,2.0,4.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,9.0,0.0,1.0,1.1,2.0,4.0,2.0
1265,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,9.0,0.0,1.0,1.44,2.0,4.0,
0,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,9.0,0.0,1.0,1.75,2.0,4.0,2.0
1,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,7.0,0.0,1.0,1.11,2.0,4.0,2.0
2,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,9.0,0.0,1.0,2.02,2.0,4.0,2.0
3,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,10.0,0.0,1.0,1.98,2.0,4.0,2.0
255,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,9.0,1.0,0.0,1.43,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,9.0,1.0,0.0,1.0,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,8.0,1.0,0.0,1.9,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,10.0,1.0,0.0,0.99,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,12.0,1.0,0.0,1.21,2.0,4.0,2.0
683,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,9.0,1.0,1.0,1.19,2.0,4.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,11.0,1.0,1.0,1.38,2.0,4.0,2.0
1,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,9.0,1.0,1.0,0.94,2.0,4.0,2.0
2,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,9.0,1.0,1.0,2.04,2.0,4.0,2.0
3,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,12.0,1.0,1.0,1.39,2.0,4.0,2.0
1888,5.0,4.0,1.0,2.0,20.6,4.6,60.4,13.0,11.0,0.0,1.0,1.55,2.0,4.0,
0,5.0,4.0,1.0,2.0,20.6,4.6,60.4,13.0,10.0,0.0,1.0,1.19,2.0,4.0,2.0
1,5.0,4.0,1.0,2.0,20.6,4.6,60.4,13.0,8.0,0.0,1.0,0.94,2.0,4.0,2.0
2,5.0,4.0,1.0,2.0,20.6,4.6,60.4,13.0,11.0,0.0,1.0,0.94,2.0,4.0,2.0
3,5.0,4.0,1.0,2.0,20.6,4.6,60.4,13.0,7.0,0.0,1.0,1.32,2.0,4.0,2.0
1215,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,11.0,1.0,1.0,1.55,2.0,4.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,8.0,1.0,1.0,1.71,2.0,4.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,7.0,1.0,1.0,1.93,2.0,4.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,12.0,1.0,1.0,1.5,2.0,4.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,9.0,1.0,1.0,1.14,2.0,4.0,2.0
925,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,10.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,6.0,1.0,1.0,1.17,2.0,4.0,2.0
1,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,8.0,1.0,1.0,1.65,2.0,4.0,2.0
2,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,8.0,1.0,1.0,1.28,2.0,4.0,2.0
3,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,12.0,1.0,1.0,0.97,2.0,4.0,2.0
108,2.0,1.0,0.0,4.0,20.5,5.0,66.39,15.6,8.0,0.0,0.0,1.21,2.0,4.0,
0,2.0,1.0,0.0,4.0,20.5,5.0,66.39,15.6,8.0,0.0,0.0,2.05,2.0,4.0,2.0
1,2.0,1.0,0.0,4.0,20.5,5.0,66.39,15.6,9.0,0.0,0.0,1.32,2.0,4.0,2.0
2,2.0,1.0,0.0,4.0,20.5,5.0,66.39,15.6,9.0,0.0,0.0,1.76,2.0,4.0,2.0
3,2.0,1.0,0.0,4.0,20.5,5.0,66.39,15.6,12.0,0.0,0.0,0.97,2.0,4.0,2.0
439,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,7.0,1.0,0.0,1.4,2.0,4.0,
0,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,8.0,1.0,0.0,1.74,2.0,4.0,2.0
1,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,10.0,1.0,0.0,1.94,2.0,4.0,2.0
2,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,9.0,1.0,0.0,1.3,2.0,4.0,2.0
3,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,11.0,1.0,0.0,1.97,2.0,4.0,2.0
428,4.0,1.0,0.0,3.0,22.9,6.6,53.3,16.0,12.0,1.0,1.0,1.25,3.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,53.3,16.0,13.0,1.0,1.0,1.2,3.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,53.3,16.0,9.0,1.0,1.0,1.7,3.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,53.3,16.0,6.0,1.0,1.0,1.1,3.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,53.3,16.0,12.0,1.0,1.0,1.01,3.0,4.0,2.0
1214,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,11.0,1.0,1.0,1.55,2.0,4.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,11.0,1.0,1.0,1.08,2.0,4.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,12.0,1.0,1.0,1.92,2.0,4.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,10.0,1.0,1.0,1.43,2.0,4.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,12.0,1.0,1.0,1.55,2.0,4.0,2.0
386,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,10.0,0.0,0.0,1.21,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,10.0,0.0,0.0,1.14,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,10.0,0.0,0.0,1.81,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,10.0,0.0,0.0,1.44,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,10.0,0.0,0.0,1.16,2.0,4.0,2.0
639,2.0,2.0,1.0,1.0,22.2,5.2,65.0,14.6,8.0,1.0,1.0,1.77,2.0,1.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,65.0,14.6,13.0,1.0,1.0,1.88,2.0,1.0,2.0
1,2.0,2.0,1.0,1.0,22.2,5.2,65.0,14.6,7.0,1.0,1.0,1.02,2.0,1.0,2.0
2,2.0,2.0,1.0,1.0,22.2,5.2,65.0,14.6,10.0,1.0,1.0,1.78,2.0,1.0,2.0
3,2.0,2.0,1.0,1.0,22.2,5.2,65.0,14.6,11.0,1.0,1.0,1.79,2.0,1.0,2.0
377,4.0,1.0,0.0,3.0,22.9,6.6,59.0,14.0,12.0,1.0,0.0,1.21,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,59.0,14.0,8.0,1.0,0.0,1.83,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,59.0,14.0,8.0,1.0,0.0,2.04,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,59.0,14.0,6.0,1.0,0.0,1.79,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,59.0,14.0,7.0,1.0,0.0,1.79,2.0,4.0,2.0
947,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,11.0,0.0,1.0,1.72,2.0,4.0,
0,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,7.0,0.0,1.0,1.01,2.0,4.0,2.0
1,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,11.0,0.0,1.0,1.2,2.0,4.0,2.0
2,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,11.0,0.0,1.0,1.49,2.0,4.0,2.0
3,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,10.0,0.0,1.0,1.99,2.0,4.0,2.0
290,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,13.0,0.0,0.0,1.04,2.0,4.0,
0,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,9.0,0.0,0.0,1.9,2.0,4.0,2.0
1,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,10.0,0.0,0.0,1.97,2.0,4.0,2.0
2,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,10.0,0.0,0.0,1.72,2.0,4.0,2.0
3,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,8.0,0.0,0.0,1.61,2.0,4.0,2.0
1785,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,11.0,0.0,1.0,1.55,2.0,4.0,
0,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,10.0,0.0,1.0,1.59,2.0,4.0,2.0
1,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,9.0,0.0,1.0,1.14,2.0,4.0,2.0
2,4.0,4.0,1.0,2.0,20.8,4.2,69.3,14.2,6.0,0.0,1.0,1.29,2.0,4.0,2.0
