Index,DAY,School,SchoolType,StartTime,AvgMaxDailyTemp,AvgMinDailyTemp,AvgIndoorRelativeHumidity,IndoorTempDuringSurvey,Grade,Age,Gender,FormalClothing,TotalCLOwithChair,SwC,MC,TCV
3,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,6.0,1.0,1.0,1.07,2.0,4.0,2.0
1479,2.0,4.0,1.0,1.0,19.6,6.6,59.6,14.8,3.0,8.0,1.0,1.0,1.69,2.0,4.0,
0,2.0,4.0,1.0,1.0,19.6,6.6,64.3,14.8,3.0,8.0,1.0,1.0,1.69,2.0,4.0,2.0
1,2.0,4.0,1.0,1.0,19.6,6.6,50.1,14.8,3.0,8.0,1.0,1.0,1.69,2.0,4.0,2.0
2,2.0,4.0,1.0,1.0,19.6,6.6,66.3,14.8,3.0,8.0,1.0,1.0,1.69,2.0,4.0,2.0
3,2.0,4.0,1.0,1.0,19.6,6.6,53.9,14.8,3.0,8.0,1.0,1.0,1.69,2.0,4.0,2.0
192,2.0,1.0,0.0,5.0,20.5,5.0,57.53,15.3,5.0,9.0,0.0,0.0,1.26,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,61.4,15.3,5.0,9.0,0.0,0.0,1.26,2.0,4.0,2.0
1,2.0,1.0,0.0,5.0,20.5,5.0,70.2,15.3,5.0,9.0,0.0,0.0,1.45,2.0,4.0,2.0
2,2.0,1.0,0.0,5.0,20.5,5.0,54.5,15.3,5.0,9.0,0.0,0.0,1.26,2.0,4.0,2.0
3,2.0,1.0,0.0,5.0,20.5,5.0,49.3,15.3,5.0,9.0,0.0,0.0,1.26,2.0,4.0,2.0
1389,1.0,4.0,1.0,3.0,22.4,4.7,72.0,14.5,3.0,9.0,1.0,1.0,1.5,2.0,4.0,
0,1.0,4.0,1.0,3.0,22.4,4.7,55.8,14.5,3.0,9.0,0.0,1.0,1.5,2.0,4.0,2.0
1,1.0,4.0,1.0,3.0,22.4,4.7,72.0,13.6,3.0,9.0,1.0,1.0,1.55,2.0,4.0,2.0
2,1.0,4.0,1.0,3.0,22.4,4.7,72.0,14.5,3.0,9.0,1.0,1.0,1.53,2.0,4.0,2.0
3,1.0,4.0,1.0,3.0,22.4,4.7,72.4,14.5,3.0,9.0,1.0,1.0,1.4,2.0,4.0,2.0
1433,1.0,4.0,1.0,4.0,22.4,4.7,65.2,14.4,4.0,10.0,1.0,1.0,1.69,2.0,3.0,
0,1.0,4.0,1.0,4.0,22.4,4.7,71.7,14.4,4.0,7.0,1.0,1.0,1.69,2.0,3.0,2.0
1,1.0,4.0,1.0,4.0,22.4,4.7,65.2,15.9,4.0,10.0,1.0,0.0,1.69,2.0,3.0,2.0
2,1.0,4.0,1.0,4.0,22.4,4.7,64.5,14.4,4.0,8.0,1.0,1.0,1.69,2.0,3.0,2.0
3,1.0,4.0,1.0,4.0,22.4,4.7,65.2,17.1,4.0,10.0,1.0,0.0,1.69,2.0,3.0,2.0
732,3.0,2.0,1.0,1.0,22.9,6.6,57.2,14.1,4.0,9.0,1.0,1.0,1.19,2.0,4.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,57.2,16.2,4.0,9.0,1.0,1.0,1.19,2.0,4.0,2.0
1,3.0,2.0,1.0,1.0,22.9,6.6,73.9,14.1,4.0,9.0,1.0,1.0,1.19,2.0,4.0,2.0
2,3.0,2.0,1.0,1.0,22.9,6.6,57.2,17.3,4.0,9.0,1.0,1.0,1.19,2.0,4.0,2.0
3,3.0,2.0,1.0,1.0,22.9,6.6,57.2,14.1,4.0,7.0,1.0,1.0,1.16,2.0,4.0,2.0
136,2.0,1.0,0.0,5.0,20.5,5.0,66.39,15.1,4.0,9.0,0.0,0.0,0.9,2.0,4.0,
0,2.0,1.0,0.0,5.0,20.5,5.0,66.39,15.1,4.0,9.0,0.0,0.0,1.87,2.0,4.0,2.0
1,2.0,1.0,0.0,5.0,20.5,5.0,66.39,15.1,4.0,9.0,0.0,0.0,1.16,2.0,4.0,2.0
2,2.0,1.0,0.0,5.0,20.5,5.0,66.39,15.1,4.0,9.0,0.0,0.0,1.09,2.0,4.0,2.0
3,2.0,1.0,0.0,5.0,20.5,5.0,66.39,15.1,4.0,9.0,0.0,0.0,1.44,2.0,4.0,2.0
1283,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,3.0,9.0,1.0,1.0,1.69,2.0,4.0,
0,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,3.0,9.0,1.0,1.0,1.37,2.0,4.0,2.0
1,4.0,3.0,1.0,1.0,17.6,8.4,75.5,14.1,3.0,9.0,1.0,1.0,1.01,2.0,4.0,2.0
2,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,3.0,9.0,1.0,1.0,1.5,2.0,4.0,2.0
3,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,3.0,9.0,0.0,1.0,1.05,2.0,4.0,2.0
304,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,5.0,11.0,0.0,0.0,1.21,2.0,4.0,
0,3.0,1.0,0.0,4.0,22.2,5.2,71.8,14.9,5.0,11.0,0.0,1.0,1.21,2.0,4.0,2.0
1,3.0,1.0,0.0,4.0,22.2,5.2,58.2,16.7,5.0,8.0,0.0,0.0,1.21,2.0,4.0,2.0
2,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.9,5.0,11.0,0.0,0.0,1.16,2.0,4.0,2.0
3,3.0,1.0,0.0,4.0,22.2,5.2,58.2,14.4,5.0,11.0,0.0,0.0,1.21,2.0,4.0,2.0
1554,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,5.0,11.0,0.0,0.0,1.26,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.4,5.0,11.0,0.0,1.0,1.26,2.0,4.0,2.0
1,2.0,4.0,1.0,2.0,19.6,6.6,60.7,15.7,5.0,11.0,0.0,0.0,1.26,2.0,4.0,2.0
2,2.0,4.0,1.0,2.0,19.6,6.6,57.8,13.0,5.0,11.0,0.0,0.0,1.26,2.0,4.0,2.0
3,2.0,4.0,1.0,2.0,19.6,6.6,70.1,13.0,5.0,12.0,0.0,0.0,1.26,2.0,4.0,2.0
941,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,5.0,12.0,0.0,1.0,1.38,2.0,4.0,
0,1.0,3.0,1.0,3.0,22.4,10.1,48.0,17.0,5.0,12.0,0.0,0.0,1.38,2.0,4.0,2.0
1,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,5.0,11.0,0.0,1.0,1.3,2.0,4.0,2.0
2,1.0,3.0,1.0,3.0,22.4,10.1,46.3,15.8,5.0,12.0,0.0,1.0,1.38,2.0,4.0,2.0
3,1.0,3.0,1.0,3.0,22.4,10.1,46.3,17.0,5.0,7.0,0.0,1.0,1.6,2.0,4.0,2.0
734,3.0,2.0,1.0,1.0,22.9,6.6,60.0,14.1,4.0,9.0,1.0,1.0,1.61,2.0,2.0,
0,3.0,2.0,1.0,1.0,22.9,6.6,60.0,14.1,4.0,9.0,1.0,1.0,1.33,2.0,2.0,2.0
1,3.0,2.0,1.0,1.0,22.9,6.6,63.7,14.1,4.0,9.0,1.0,1.0,1.18,2.0,2.0,2.0
2,3.0,2.0,1.0,1.0,22.9,6.6,71.5,14.1,4.0,9.0,1.0,1.0,1.71,2.0,2.0,2.0
3,3.0,2.0,1.0,1.0,22.9,6.6,65.4,14.1,4.0,9.0,0.0,1.0,1.61,2.0,2.0,2.0
1573,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,5.0,10.0,1.0,0.0,1.07,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,66.4,17.5,5.0,10.0,1.0,0.0,1.07,2.0,4.0,2.0
1,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,5.0,10.0,1.0,0.0,1.12,2.0,4.0,2.0
2,2.0,4.0,1.0,2.0,19.6,6.6,60.7,15.9,5.0,13.0,1.0,0.0,1.07,2.0,4.0,2.0
3,2.0,4.0,1.0,2.0,19.6,6.6,72.6,13.0,5.0,7.0,1.0,0.0,1.07,2.0,4.0,2.0
1495,2.0,4.0,1.0,1.0,19.6,6.6,59.6,14.8,3.0,10.0,0.0,1.0,1.69,2.0,4.0,
0,2.0,4.0,1.0,1.0,19.6,6.6,72.5,16.2,3.0,10.0,0.0,1.0,1.69,2.0,4.0,2.0
1,2.0,4.0,1.0,1.0,19.6,6.6,66.0,17.2,3.0,10.0,0.0,1.0,1.69,2.0,4.0,2.0
2,2.0,4.0,1.0,1.0,19.6,6.6,59.6,16.8,3.0,10.0,0.0,1.0,0.97,2.0,4.0,2.0
3,2.0,4.0,1.0,1.0,19.6,6.6,45.4,15.4,3.0,10.0,0.0,1.0,1.69,2.0,4.0,2.0
1361,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,10.0,0.0,1.0,1.55,2.0,4.0,
0,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,10.0,0.0,1.0,1.41,2.0,4.0,2.0
1,4.0,3.0,1.0,2.0,17.6,8.4,74.9,17.2,5.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
2,4.0,3.0,1.0,2.0,17.6,8.4,69.9,13.4,5.0,10.0,1.0,1.0,1.55,2.0,4.0,2.0
3,4.0,3.0,1.0,2.0,17.6,8.4,52.9,13.4,5.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
1569,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,5.0,12.0,1.0,0.0,0.9,2.0,4.0,
0,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,5.0,11.0,1.0,0.0,2.04,2.0,4.0,2.0
1,2.0,4.0,1.0,2.0,19.6,6.6,44.9,13.0,5.0,12.0,1.0,0.0,1.16,2.0,4.0,2.0
2,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,5.0,12.0,1.0,1.0,1.33,2.0,4.0,2.0
3,2.0,4.0,1.0,2.0,19.6,6.6,60.7,13.0,5.0,12.0,1.0,0.0,1.46,2.0,4.0,2.0
1904,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,3.0,9.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,5.0,1.0,3.0,20.8,4.2,58.9,14.9,3.0,10.0,1.0,1.0,1.91,2.0,4.0,2.0
1,1.0,5.0,1.0,3.0,20.8,4.2,60.8,14.9,3.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
2,1.0,5.0,1.0,3.0,20.8,4.2,62.2,13.0,3.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
3,1.0,5.0,1.0,3.0,20.8,4.2,56.9,14.9,3.0,9.0,1.0,1.0,1.69,2.0,4.0,2.0
1213,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,10.0,0.0,1.0,1.55,2.0,4.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,60.9,16.4,5.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,11.0,0.0,1.0,0.91,2.0,4.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,63.8,14.0,5.0,10.0,0.0,1.0,1.57,2.0,4.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,58.4,14.0,5.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
1265,4.0,3.0,1.0,1.0,17.6,8.4,64.0,14.1,3.0,9.0,0.0,1.0,1.44,2.0,4.0,
0,4.0,3.0,1.0,1.0,17.6,8.4,64.0,13.6,3.0,11.0,0.0,1.0,1.44,2.0,4.0,2.0
1,4.0,3.0,1.0,1.0,17.6,8.4,69.4,14.5,3.0,9.0,0.0,1.0,1.44,2.0,4.0,2.0
2,4.0,3.0,1.0,1.0,17.6,8.4,58.7,14.1,3.0,7.0,0.0,1.0,1.44,2.0,4.0,2.0
3,4.0,3.0,1.0,1.0,17.6,8.4,64.0,15.0,3.0,11.0,0.0,1.0,1.44,2.0,4.0,2.0
255,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,4.0,9.0,1.0,0.0,1.43,2.0,4.0,
0,3.0,1.0,0.0,3.0,22.2,5.2,61.2,14.4,4.0,9.0,1.0,0.0,1.82,2.0,4.0,2.0
1,3.0,1.0,0.0,3.0,22.2,5.2,60.4,14.4,4.0,9.0,0.0,0.0,1.11,2.0,4.0,2.0
2,3.0,1.0,0.0,3.0,22.2,5.2,72.7,14.4,4.0,9.0,1.0,0.0,1.43,2.0,4.0,2.0
3,3.0,1.0,0.0,3.0,22.2,5.2,60.4,17.4,4.0,9.0,1.0,0.0,1.95,2.0,4.0,2.0
683,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,4.0,9.0,1.0,1.0,1.19,2.0,4.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,68.1,13.5,4.0,9.0,1.0,1.0,1.1,2.0,4.0,2.0
1,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,4.0,10.0,0.0,1.0,1.19,2.0,4.0,2.0
2,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,4.0,9.0,1.0,1.0,1.11,2.0,4.0,2.0
3,2.0,2.0,1.0,1.0,22.2,5.2,56.9,13.5,4.0,9.0,0.0,1.0,1.9,2.0,4.0,2.0
1888,5.0,4.0,1.0,2.0,20.6,4.6,60.4,13.0,5.0,11.0,0.0,1.0,1.55,2.0,4.0,
0,5.0,4.0,1.0,2.0,20.6,4.6,60.4,13.0,5.0,10.0,0.0,1.0,1.55,2.0,4.0,2.0
1,5.0,4.0,1.0,2.0,20.6,4.6,56.5,13.0,5.0,6.0,0.0,1.0,1.55,2.0,4.0,2.0
2,5.0,4.0,1.0,2.0,20.6,4.6,60.4,17.4,5.0,11.0,0.0,1.0,1.55,2.0,4.0,2.0
3,5.0,4.0,1.0,2.0,20.6,4.6,60.4,13.0,5.0,11.0,0.0,1.0,1.4,2.0,4.0,2.0
1215,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,11.0,1.0,1.0,1.55,2.0,4.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,6.0,1.0,1.0,1.57,2.0,4.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,11.0,1.0,1.0,1.04,2.0,4.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,12.0,1.0,1.0,1.45,2.0,4.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,61.9,14.0,5.0,11.0,1.0,1.0,1.55,2.0,4.0,2.0
925,1.0,3.0,1.0,2.0,22.4,10.1,48.6,17.0,4.0,10.0,1.0,1.0,1.69,2.0,4.0,
0,1.0,3.0,1.0,2.0,22.4,10.1,48.6,14.6,4.0,10.0,0.0,1.0,1.69,2.0,4.0,2.0
1,1.0,3.0,1.0,2.0,22.4,10.1,51.7,16.2,4.0,10.0,1.0,1.0,1.69,2.0,4.0,2.0
2,1.0,3.0,1.0,2.0,22.4,10.1,70.6,17.0,4.0,10.0,0.0,1.0,1.69,2.0,4.0,2.0
3,1.0,3.0,1.0,2.0,22.4,10.1,48.6,16.7,4.0,10.0,0.0,1.0,1.69,2.0,4.0,2.0
108,2.0,1.0,0.0,4.0,20.5,5.0,66.39,15.6,3.0,8.0,0.0,0.0,1.21,2.0,4.0,
0,2.0,1.0,0.0,4.0,20.5,5.0,66.39,15.6,3.0,9.0,0.0,0.0,1.81,2.0,4.0,2.0
1,2.0,1.0,0.0,4.0,20.5,5.0,62.3,15.6,3.0,8.0,0.0,1.0,1.21,2.0,4.0,2.0
2,2.0,1.0,0.0,4.0,20.5,5.0,45.8,15.6,3.0,8.0,1.0,0.0,1.21,2.0,4.0,2.0
3,2.0,1.0,0.0,4.0,20.5,5.0,47.3,15.6,3.0,8.0,0.0,0.0,1.21,2.0,4.0,2.0
439,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,3.0,7.0,1.0,0.0,1.4,2.0,4.0,
0,5.0,1.0,0.0,2.0,24.2,6.0,52.9,15.1,3.0,7.0,1.0,0.0,1.91,2.0,4.0,2.0
1,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,3.0,7.0,0.0,0.0,1.96,2.0,4.0,2.0
2,5.0,1.0,0.0,2.0,24.2,6.0,53.3,16.7,3.0,9.0,1.0,0.0,1.4,2.0,4.0,2.0
3,5.0,1.0,0.0,2.0,24.2,6.0,53.3,15.1,3.0,7.0,1.0,0.0,1.93,2.0,4.0,2.0
428,4.0,1.0,0.0,3.0,22.9,6.6,53.3,16.0,5.0,12.0,1.0,1.0,1.25,3.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,53.3,16.0,5.0,12.0,1.0,0.0,2.01,3.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,69.3,16.0,5.0,12.0,1.0,1.0,1.25,3.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,51.0,16.0,5.0,12.0,1.0,1.0,1.25,3.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,53.3,13.2,5.0,9.0,1.0,1.0,1.25,3.0,4.0,2.0
1214,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,11.0,1.0,1.0,1.55,2.0,4.0,
0,3.0,3.0,1.0,2.0,21.2,5.6,60.9,15.9,5.0,11.0,1.0,1.0,1.55,2.0,4.0,2.0
1,3.0,3.0,1.0,2.0,21.2,5.6,60.9,14.0,5.0,11.0,1.0,1.0,1.26,2.0,4.0,2.0
2,3.0,3.0,1.0,2.0,21.2,5.6,60.8,14.0,5.0,11.0,0.0,1.0,1.55,2.0,4.0,2.0
3,3.0,3.0,1.0,2.0,21.2,5.6,54.8,16.2,5.0,11.0,1.0,1.0,1.55,2.0,4.0,2.0
386,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,4.0,10.0,0.0,0.0,1.21,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,54.6,14.0,4.0,9.0,0.0,0.0,1.12,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,54.6,13.0,4.0,10.0,1.0,0.0,1.21,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,56.1,14.0,4.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,51.1,14.0,4.0,10.0,0.0,0.0,1.21,2.0,4.0,2.0
639,2.0,2.0,1.0,1.0,22.2,5.2,65.0,14.6,3.0,8.0,1.0,1.0,1.77,2.0,1.0,
0,2.0,2.0,1.0,1.0,22.2,5.2,67.6,14.6,3.0,8.0,1.0,1.0,1.77,2.0,1.0,2.0
1,2.0,2.0,1.0,1.0,22.2,5.2,69.4,14.6,3.0,8.0,1.0,1.0,1.77,2.0,1.0,2.0
2,2.0,2.0,1.0,1.0,22.2,5.2,68.1,14.6,3.0,8.0,1.0,1.0,1.77,2.0,1.0,2.0
3,2.0,2.0,1.0,1.0,22.2,5.2,74.2,14.6,3.0,8.0,1.0,1.0,1.37,2.0,1.0,2.0
377,4.0,1.0,0.0,3.0,22.9,6.6,59.0,14.0,4.0,12.0,1.0,0.0,1.21,2.0,4.0,
0,4.0,1.0,0.0,3.0,22.9,6.6,59.0,14.0,4.0,12.0,1.0,0.0,0.94,2.0,4.0,2.0
1,4.0,1.0,0.0,3.0,22.9,6.6,59.0,14.7,4.0,12.0,1.0,0.0,0.94,2.0,4.0,2.0
2,4.0,1.0,0.0,3.0,22.9,6.6,73.2,14.0,4.0,12.0,1.0,0.0,1.21,2.0,4.0,2.0
3,4.0,1.0,0.0,3.0,22.9,6.6,71.3,14.0,4.0,12.0,1.0,0.0,1.21,2.0,4.0,2.0
